iter	MultiClass
215	0.01584338031
216	0.0157805989
217	0.01566122154
218	0.01552501067
219	0.01544629332
220	0.01536765434
221	0.0153103064
222	0.01523489991
223	0.01514673306
224	0.01509071041
225	0.01503914912
226	0.01499502582
227	0.0148662249
228	0.01477727066
229	0.01463146023
230	0.01458304674
231	0.01450567318
232	0.01442152675
233	0.01432764826
234	0.01425660999
235	0.01418935964
236	0.01409257325
237	0.01403182673
238	0.01394479985
239	0.01387093723
240	0.01383888906
241	0.01378397002
242	0.01371567725
243	0.01367935129
244	0.01359748937
245	0.01355054803
246	0.013474905
247	0.01337654824
248	0.01330708229
249	0.01321748174
250	0.01310010719
251	0.01300401507
252	0.01287446285
253	0.0128254	0.01254	0.0127255	0.01255	0.0126256	0.01256	0.0126257	0.01257	0.0125258	0.01258	0.0125259	0.01259	0.0124260	0.01260	0.0123261	0.01261	0.0123262	0.01262	0.0122263	0.01263	0.012264	0.012264	0.012265	0.012265	0.012266	0.012266	0.012267	0.012267	0.011268	0.012268	0.01187016994
269	0.01180481887
270	0.0117671506
271	0.0117183293
272	0.01165469562
273	0.01162686493
274	0.01158797498
275	0.01154126459
276	0.01148522068
277	0.01139016633
278	0.01135252163
279	0.01132466437
280	0.01127767491
281	0.01122309148
282	0.01115389863
283	0.01112988849
284	0.01107324823
285	0.01101627825
286	0.01097689187
287	0.01089602656
288	0.01084634207
289	0.01079071727
290	0.01068331132
291	0.0106217603
292	0.01054237052
293	0.01048423888
294	0.01041287963
295	0.0103475794
296	0.01028933525
297	0.01023745368
298	0.01019611489
299	0.01015360997
300	0.01012152079
301	0.0100818095
302	0.01006157735
303	0.009979859254
304	0.009907752406
305	0.009875471977
306	0.009815883828
307	0.009757980453
308	0.009705058227
309	0.009644234715
310	0.009615556475
311	0.009592993596
312	0.009559320463
313	0.009515607524
314	0.009483939435
315	0.009431366928
316	0.009389569593
317	0.009332740645
318	0.009283844201
319	0.009241690786
320	0.009182693427
321	0.009107174787
322	0.009085982196
323	0.009028104215
324	0.008959508692
325	0.008933792316
326	0.008884546222
327	0.008828469665
328	0.008797551653
329	0.00872621808
330	0.008684834133
331	0.008667704091
332	0.0086193381
333	0.008581984048
334	0.0085447128
335	0.008509510055
336	0.008465923009
337	0.008412170597
338	0.008342287688
339	0.008305753117
340	0.008243685374
341	0.008203506137
342	0.008147328778
343	0.008117555568
344	0.008081298608
345	0.008054512019
346	0.008028691225
347	0.007995700796
348	0.007922271692
349	0.007874944165
350	0.007827640056
351	0.007792283431
352	0.007758506209
353	0.007714238846
354	0.007685192819
355	0.007644195534
356	0.007618005757
357	0.007596939771
358	0.007562408079
359	0.007515154422
360	0.007486210173
361	0.007452886199
362	0.007422457794
363	0.007398666638
364	0.007365270003
365	0.007315311454
366	0.007280335645
367	0.007246157435
368	0.007224875431
369	0.007200756647
370	0.007161326368
371	0.007097527618
372	0.007078689965
373	0.007054160584

